user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
5849,42.0,5.87,6.0,8.59,4.28,7.05,57.24,Low,Youtube Shorts
5852,18.0,3.1,5.91,6.7,3.86,8.31,50.16,High,Youtube Shorts
5853,43.0,5.83,11.62,7.79,8.65,7.77,84.34,High,Youtube Shorts
5854,41.0,4.74,9.64,5.91,5.77,2.75,62.76,High,Youtube Shorts
5857,40.0,5.96,8.46,5.69,7.25,2.2,42.13,High,Tiktok
5858,33.0,1.07,6.55,5.76,9.68,7.41,78.64,Low,Tiktok
5859,38.0,0.79,6.68,7.22,2.65,5.77,71.97,Medium,Instagram Reels
5862,25.0,1.0,5.87,7.44,4.54,3.5,66.45,Medium,Tiktok
5863,39.0,1.12,7.28,7.3,8.26,4.61,60.78,Medium,Instagram Reels
5865,24.0,1.07,9.62,5.55,1.56,1.87,78.13,Low,Youtube Shorts
5867,34.0,5.84,9.17,5.58,4.36,4.09,79.75,Medium,Youtube Shorts
5868,27.0,4.17,7.78,8.59,7.02,6.93,89.09,High,Youtube Shorts
5870,21.0,4.77,5.85,6.9,1.51,5.28,62.11,Low,Instagram Reels
5871,31.0,3.44,11.01,8.56,1.03,2.94,56.51,High,Youtube Shorts
5872,35.0,4.89,10.21,8.43,1.79,2.95,65.92,Medium,Instagram Reels
5873,37.0,3.78,8.38,8.64,9.61,1.54,76.92,Low,Instagram Reels
5874,29.0,2.23,8.55,5.11,8.15,7.9,50.993,Low,Tiktok
5876,29.0,3.43,11.5,7.05,6.53,2.55,83.73,High,Youtube Shorts
5878,39.0,5.9,7.63,5.32,1.01,3.78,67.65,High,Tiktok
5879,28.0,2.76,5.3,7.47,4.86,6.4,70.08,Low,Youtube Shorts
5880,19.0,4.7,6.3,6.05,7.41,4.76,56.19,High,Instagram Reels
5881,25.0,1.05,8.1,8.17,2.68,4.01,59.75,High,Instagram Reels
5882,30.0,4.77,11.09,7.98,8.66,5.4,59.2,Medium,Youtube Shorts
5883,16.0,2.54,6.58,5.06,6.94,3.82,83.58,Medium,Tiktok
5884,22.0,0.72,11.88,4.92,1.06,8.84,73.34,Low,Youtube Shorts
5885,25.0,2.5,7.93,7.59,8.69,1.66,83.77,Low,Tiktok
5888,17.0,5.58,9.16,7.76,4.0,2.56,59.23,Medium,Tiktok
5890,40.0,5.62,6.8,5.19,8.09,4.18,92.007,Medium,Tiktok
5892,25.0,2.31,6.33,8.14,4.21,4.23,71.47,Medium,Instagram Reels
5893,30.0,2.65,9.5,8.36,5.59,2.98,43.19,Low,Tiktok
5894,32.0,4.57,6.59,1.4549999999999987,6.24,3.7,78.996,Medium,Youtube Shorts
5896,30.0,4.19,4.52,5.16,9.93,8.78,81.44,Low,Tiktok
5897,37.0,2.64,5.68,8.73,7.63,4.34,45.47,High,Tiktok
5900,20.0,1.68,8.08,4.07,4.92,1.2,89.59,Medium,Instagram Reels
5902,18.0,2.11,6.02,7.34,3.96,5.07,64.88,Low,Youtube Shorts
5903,41.0,4.71,6.14,6.95,2.69,6.41,73.26,High,Tiktok
5905,38.0,2.11,7.58,4.55,9.86,4.9,40.53,High,Instagram Reels
5906,28.0,0.95,5.46,5.76,4.23,6.1,44.47,High,Youtube Shorts
5907,17.0,0.56,6.16,8.06,2.98,5.59,83.17,High,Youtube Shorts
5908,24.0,2.85,9.98,4.87,5.43,6.17,50.69,High,Youtube Shorts
5909,20.0,2.76,3.62,8.41,3.62,6.96,85.47,High,Instagram Reels
5910,15.0,5.94,8.19,4.61,3.1,4.41,65.91,Low,Instagram Reels
5911,37.0,3.08,7.06,4.85,6.55,1.57,91.0,Medium,Youtube Shorts
5912,38.0,1.91,5.05,6.39,1.67,1.5,92.22,High,Youtube Shorts
5913,41.0,5.4,9.28,8.73,5.58,8.73,92.79,Medium,Youtube Shorts
5914,28.0,3.2,7.51,5.65,4.49,7.1,72.61,Low,Youtube Shorts
5915,22.0,3.8,6.77,7.29,5.79,7.88,87.31,Low,Instagram Reels
5916,33.0,1.03,8.68,6.94,3.88,9.36,79.71,Medium,Youtube Shorts
5917,28.0,2.61,10.02,4.75,6.13,7.75,51.2,Low,Instagram Reels
5919,31.0,3.74,8.29,8.65,4.39,6.9,97.74,Low,Tiktok
5920,23.0,2.39,10.74,4.92,3.14,3.33,86.35,Medium,Tiktok
5922,20.0,5.51,7.3,8.82,4.59,5.88,56.86,Medium,Unknown
5926,31.0,1.45,9.47,5.11,2.63,3.25,66.01,Low,Tiktok
5929,15.0,4.24,6.9,7.73,2.67,8.36,93.54,High,Tiktok
5930,36.0,2.43,6.37,7.38,1.62,4.73,97.44,Low,Youtube Shorts
5931,19.0,2.23,4.9,8.62,3.38,8.23,59.41,Low,Instagram Reels
5932,23.0,4.26,5.83,4.73,4.72,8.44,77.0,Unknown,Instagram Reels
5933,32.0,1.69,5.5,5.6,3.76,8.72,97.51,Medium,Tiktok
5934,38.0,2.81,8.46,5.72,8.51,6.3,69.97,Low,Tiktok
5935,41.0,1.53,3.16,5.16,5.44,7.3,68.12,Medium,Youtube Shorts
5936,35.0,0.55,2.93,4.71,3.22,3.36,71.66,Low,Instagram Reels
5937,16.0,5.84,8.6,6.43,9.55,1.801,41.99,Low,Tiktok
5939,40.0,5.83,6.3,8.77,2.11,1.1,81.94,Medium,Tiktok
5940,25.0,1.27,3.52,4.65,3.21,5.19,98.0,Medium,Youtube Shorts
5941,41.0,3.73,6.11,8.12,1.69,1.92,74.12,High,Youtube Shorts
5942,42.0,1.61,9.9,8.12,7.76,1.98,51.43,High,Instagram Reels
5943,20.0,4.85,10.9,5.94,3.82,8.84,68.114,Low,Youtube Shorts
5944,40.0,4.81,9.03,4.55,7.57,6.76,69.4,Medium,Instagram Reels
5945,22.0,1.12,2.6,1.4549999999999987,7.86,6.81,47.822,High,Tiktok
5947,32.0,1.57,4.41,8.91,5.67,4.72,66.7,Low,Instagram Reels
5948,42.0,3.87,5.15,6.42,5.68,3.73,55.71,Low,Tiktok
5950,19.0,5.35,9.76,5.24,1.23,6.28,56.57,High,Youtube Shorts
5951,29.0,5.76,8.49,8.92,3.85,2.68,76.77,Low,Tiktok
5952,42.0,2.38,8.12,5.27,8.94,3.36,74.72,High,Tiktok
5953,32.0,1.08,8.68,4.12,3.13,5.45,73.1,Medium,Tiktok
5954,16.0,1.54,4.37,6.56,2.23,4.46,45.8,Medium,Tiktok
5955,36.0,3.25,6.45,5.89,6.19,8.38,51.01,High,Youtube Shorts
5956,25.0,4.86,8.33,5.31,3.75,8.4,46.65,Medium,Tiktok
5957,40.0,1.33,8.37,7.17,5.21,4.02,43.8,Low,Instagram Reels
5958,39.0,4.13,9.92,5.82,8.38,5.06,54.81,Medium,Instagram Reels
5959,27.0,2.28,4.87,6.01,5.69,9.79,51.67,Medium,Tiktok
5960,18.0,2.38,9.7,4.12,5.64,8.984,83.5,Low,Instagram Reels
5961,36.0,4.14,6.4,6.95,3.5,2.94,81.75,Medium,Youtube Shorts
5962,21.0,3.07,8.7,4.61,8.14,3.52,52.08,High,Tiktok
5963,43.0,4.97,6.56,5.07,7.66,1.75,49.93,Low,Tiktok
5964,25.0,1.36,11.49,7.59,3.11,7.1,48.69,Low,Youtube Shorts
5966,38.0,0.85,8.75,4.82,8.1,5.83,57.65,High,Tiktok
5967,18.0,1.57,7.77,6.89,4.22,7.91,41.71,Low,Youtube Shorts
5970,15.0,1.89,9.99,7.11,2.45,3.145,72.33,Low,Tiktok
5972,17.0,3.45,3.87,7.7,8.23,4.43,75.97,Low,Instagram Reels
5973,28.0,1.66,11.78,6.41,5.42,8.4,69.1,Low,Youtube Shorts
5974,20.0,4.96,9.17,6.27,5.12,2.35,94.42,Low,Youtube Shorts
5976,39.0,1.3,7.91,4.97,2.6,5.35,85.12,High,Youtube Shorts
5977,15.0,3.05,7.34,4.76,1.39,2.53,42.31,High,Instagram Reels
5978,20.0,4.76,10.44,7.32,1.13,5.82,83.29,High,Instagram Reels
5979,20.0,2.36,9.29,6.05,5.39,8.83,42.49,Low,Tiktok
5980,35.0,3.98,10.32,7.55,4.68,4.5,60.68,High,Youtube Shorts
5981,30.0,0.78,16.43,7.25,3.48,2.6,96.89,Medium,Instagram Reels
5982,43.0,3.85,8.4,5.62,9.91,6.19,82.19,High,Instagram Reels
5983,19.0,1.34,2.4,8.48,4.58,8.51,95.5,High,Instagram Reels
5985,24.0,2.45,9.14,6.95,2.89,1.37,76.37,Low,Youtube Shorts
5987,35.0,5.12,7.8,4.89,6.12,3.07,68.73,Medium,Youtube Shorts
5989,21.0,2.68,5.8,6.12,1.16,4.86,42.33,Low,Instagram Reels
5991,27.0,2.07,9.14,8.37,3.01,7.39,52.644,Low,Instagram Reels
5992,29.0,5.51,11.3,7.16,5.75,6.73,60.923,Medium,Tiktok
5993,34.0,4.63,9.17,8.31,7.18,3.67,66.07,Low,Youtube Shorts
5994,33.0,0.85,7.78,6.97,3.81,7.62,84.38,Medium,Instagram Reels
5997,19.0,5.45,8.95,7.27,2.46,5.3,56.34,Low,Tiktok
5998,15.0,2.22,4.31,4.97,7.1,2.62,70.94,High,Youtube Shorts
5999,18.0,3.66,10.58,6.09,9.38,6.71,77.6,High,Instagram Reels
6000,26.0,3.25,6.66,8.13,3.09,2.36,74.95,High,Instagram Reels
6001,42.0,3.19,7.31,4.65,1.78,9.67,52.92,High,Youtube Shorts
6002,41.0,3.01,9.54,4.65,9.82,7.33,82.57,High,Instagram Reels
6003,38.0,1.63,9.79,5.12,3.44,7.81,79.23,Medium,Youtube Shorts
6004,24.0,4.66,8.43,6.76,3.48,7.11,95.92,High,Youtube Shorts
6006,39.0,5.77,11.82,6.52,3.08,5.19,83.22,High,Tiktok
6007,35.0,1.93,11.47,5.51,9.94,6.86,88.66,Low,Youtube Shorts
6008,43.0,4.26,10.24,6.53,1.39,3.06,46.36,Low,Instagram Reels
6010,34.0,4.15,8.63,8.9,5.94,8.38,59.11,Medium,Tiktok
6015,28.0,1.36,6.39,5.19,3.78,3.3,79.03,Medium,Tiktok
6016,37.0,3.45,3.47,6.55,5.96,4.66,42.14,Low,Instagram Reels
6017,19.0,1.77,11.02,7.4,1.0,7.05,84.91,High,Tiktok
6018,18.0,4.59,10.06,6.3,4.69,9.97,49.8,High,Tiktok
6020,24.0,2.76,4.49,4.09,7.4,9.54,40.05,High,Instagram Reels
6021,31.0,1.98,10.19,5.64,2.99,4.3,58.79,Low,Instagram Reels
6022,24.0,5.99,10.03,4.75,7.74,7.26,58.955,Low,Tiktok
6023,40.0,0.89,11.45,8.53,3.82,2.555,54.04,Low,Instagram Reels
6024,21.0,0.74,11.98,4.88,9.33,5.14,53.81,Low,Instagram Reels
6025,30.0,1.69,11.76,5.97,5.01,8.84,93.58,High,Tiktok
6026,15.0,5.84,6.1,7.56,8.56,3.88,59.59,High,Instagram Reels
6030,23.0,1.68,10.06,5.35,7.55,3.07,80.66,Medium,Instagram Reels
6031,20.0,5.85,7.34,6.09,3.38,9.15,85.37,Medium,Youtube Shorts
6033,27.0,1.06,4.76,5.74,3.61,4.12,92.77,High,Instagram Reels
6035,21.0,3.65,7.64,8.57,7.4,2.24,76.05,Medium,Tiktok
6036,36.0,4.8,11.43,4.15,3.12,8.63,78.4,Medium,Tiktok
6038,36.0,5.88,11.37,8.9,3.56,3.189,48.07,Medium,Instagram Reels
6039,19.0,2.89,10.05,7.3,2.8,5.48,48.14,High,Tiktok
6040,24.0,1.33,9.31,5.78,1.6,6.96,67.72,Low,Unknown
6041,37.0,3.06,9.87,4.73,4.04,7.21,95.07,Low,Instagram Reels
6042,31.0,4.23,8.05,8.82,1.74,1.2,41.3,Medium,Instagram Reels
6044,37.0,3.02,3.89,7.41,1.18,6.95,57.02,Low,Tiktok
6045,30.0,3.76,10.66,8.4,9.46,9.01,58.3,High,Youtube Shorts
6046,17.0,1.97,9.25,4.13,9.7,7.03,41.48,Low,Youtube Shorts
6047,44.0,4.05,4.13,7.63,3.74,3.39,89.54,Low,Instagram Reels
6048,39.0,5.92,8.15,8.99,3.34,5.57,40.53,Low,Instagram Reels
6049,36.0,0.77,6.48,7.2,1.94,6.83,68.66,High,Tiktok
6051,43.0,3.59,7.32,8.37,6.28,5.9,87.92,Medium,Youtube Shorts
6052,29.0,1.89,4.82,6.77,6.49,5.24,84.8,Medium,Youtube Shorts
6053,19.0,5.75,16.43,6.2,9.06,4.03,83.29,High,Youtube Shorts
6055,27.0,2.32,7.9,4.19,8.46,6.73,96.41,High,Youtube Shorts
6057,34.0,1.84,6.02,4.39,8.9,4.85,84.886,Low,Tiktok
6061,27.0,1.78,3.39,4.89,7.38,1.32,57.05,High,Tiktok
6062,31.0,1.17,3.83,8.28,4.33,2.35,67.49,High,Youtube Shorts
6063,37.0,0.53,10.03,7.75,4.98,2.54,94.56,Medium,Tiktok
6064,22.0,3.29,6.39,6.87,7.18,6.69,63.098,Medium,Tiktok
6067,19.0,2.2,4.98,6.37,2.33,5.18,59.59,Low,Youtube Shorts
6068,20.0,5.32,9.98,7.21,9.17,5.27,50.15,Low,Youtube Shorts
6069,26.0,4.8,5.64,7.91,3.71,2.45,75.47,Medium,Tiktok
6070,32.0,0.58,3.6,4.41,2.37,7.68,57.06,Medium,Tiktok
6071,44.0,4.99,6.04,7.54,8.72,1.03,76.061,Medium,Instagram Reels
6073,36.0,1.32,2.3,6.79,8.59,2.69,49.1,High,Tiktok
6074,15.0,1.74,8.28,5.07,3.67,7.94,80.56,Low,Youtube Shorts
6075,44.0,3.08,5.95,6.7,9.4,7.06,98.41,High,Youtube Shorts
6081,28.0,4.78,7.3,4.49,8.42,3.86,98.3,Medium,Youtube Shorts
6082,40.0,2.13,5.87,5.21,1.74,1.79,44.94,Low,Youtube Shorts
6083,24.0,1.85,9.01,5.32,5.01,7.13,99.08,Low,Youtube Shorts
6084,29.0,1.7,7.84,5.23,1.66,2.91,90.77,Low,Instagram Reels
6085,42.0,1.25,2.82,5.05,3.97,3.38,91.99,Medium,Instagram Reels
6086,33.0,3.53,8.43,7.68,4.16,1.7,90.54,Low,Youtube Shorts
6088,16.0,4.38,5.71,5.64,9.78,1.3,88.91,Medium,Tiktok
6090,24.0,2.11,10.43,8.22,3.96,1.24,67.65,Low,Instagram Reels
6091,42.0,2.32,3.75,7.12,6.28,1.55,96.36,Low,Tiktok
6092,25.0,4.25,11.04,5.47,2.54,6.76,63.1,Low,Instagram Reels
6093,28.0,2.42,6.41,7.57,7.4,9.25,83.71,Medium,Youtube Shorts
6094,21.0,1.67,9.24,5.72,4.63,9.03,82.62,High,Instagram Reels
6095,37.0,2.56,10.14,6.93,9.55,1.75,89.25,Medium,Tiktok
6096,29.0,2.0,7.05,8.96,6.67,3.6,84.3,Medium,Youtube Shorts
6098,33.0,5.07,11.15,8.65,7.48,1.24,84.35,Medium,Youtube Shorts
6100,29.0,1.71,4.57,6.7,8.2,5.03,71.99,Low,Tiktok
6101,44.0,0.86,5.62,6.3,3.36,6.3,90.34,Medium,Youtube Shorts
6102,42.0,4.56,10.59,7.92,4.75,9.28,89.77,High,Instagram Reels
6103,38.0,1.66,11.39,4.31,5.07,3.47,90.48,Low,Youtube Shorts
6104,22.0,2.66,4.2,7.14,4.5,6.75,76.14,High,Instagram Reels
6105,25.0,0.85,10.64,7.8,3.8,4.87,48.728,High,Youtube Shorts
6107,23.0,4.86,11.71,4.53,1.11,6.83,70.97,Low,Youtube Shorts
6108,29.0,4.92,7.97,5.22,3.64,9.56,59.49,Low,Instagram Reels
6109,15.0,1.64,2.07,7.4,2.27,8.77,65.45,Low,Tiktok
6111,15.0,1.24,3.47,6.11,3.49,5.15,71.08,Medium,Tiktok
6112,33.0,0.91,3.88,6.8,7.86,4.82,82.28,Medium,Tiktok
6113,17.0,5.96,9.68,5.14,9.72,8.08,69.75,Medium,Tiktok
6114,24.0,4.11,4.23,6.06,5.63,3.169,77.05,Low,Instagram Reels
6115,22.0,3.48,11.69,5.68,4.05,6.29,45.56,High,Youtube Shorts
6116,29.0,4.71,8.36,7.28,8.46,5.54,95.88,Medium,Instagram Reels
6117,24.0,5.12,8.93,8.92,1.6,6.84,66.16,High,Instagram Reels
6121,16.0,4.1,10.64,4.33,8.18,2.62,42.09,High,Tiktok
6122,33.0,2.57,11.56,5.23,9.33,5.05,96.12,High,Tiktok
6125,15.0,5.76,10.03,7.39,2.92,2.1,68.03,High,Youtube Shorts
6127,43.0,5.25,7.84,8.66,9.31,2.49,74.51,High,Youtube Shorts
6128,30.0,2.27,5.66,5.06,4.54,9.9,70.21,High,Tiktok
6129,29.0,5.94,8.53,5.82,2.9,7.92,87.1,High,Youtube Shorts
6130,27.0,1.37,5.06,5.65,4.04,6.53,75.774,Medium,Instagram Reels
6131,30.0,3.34,4.38,5.18,5.63,2.2,44.63,Low,Youtube Shorts
6132,31.0,4.86,6.88,8.97,6.39,4.74,58.87,Medium,Tiktok
6133,35.0,2.88,4.16,5.94,4.89,7.44,77.33,Medium,Youtube Shorts
6134,43.0,3.07,6.84,8.7,7.83,9.06,94.23,Medium,Instagram Reels
6135,43.0,5.92,11.57,5.95,6.26,4.44,95.98,Medium,Youtube Shorts
6136,21.0,2.84,10.4,5.02,6.99,10.0,90.33,Medium,Tiktok
6137,38.0,3.82,11.42,4.6,8.77,2.26,55.26,Low,Tiktok
6138,40.0,0.8,10.06,8.28,8.79,4.48,68.4,High,Instagram Reels
6139,31.0,5.13,5.55,4.16,2.83,8.88,66.0,Medium,Instagram Reels
6140,21.0,4.06,10.12,8.82,6.61,6.85,66.32,Low,Tiktok
6141,27.0,2.72,11.23,6.09,7.45,8.3,42.99,Medium,Instagram Reels
6142,19.0,0.59,11.47,5.24,2.31,9.17,50.42,High,Instagram Reels
6143,40.0,3.75,8.83,7.09,8.58,5.57,49.2,Medium,Youtube Shorts
6144,31.0,0.57,4.11,4.66,2.62,3.11,77.04,Low,Instagram Reels
6145,17.0,0.51,2.4,4.36,8.19,7.24,64.71,High,Tiktok
6147,40.0,1.54,11.66,6.12,7.68,7.95,66.63,High,Instagram Reels
6148,31.0,1.56,6.62,6.59,2.33,5.61,59.45,High,Instagram Reels
6149,21.0,4.09,10.55,4.88,4.41,8.873,85.45,High,Instagram Reels
6150,35.0,0.8,6.65,4.31,2.29,9.12,50.02,Medium,Instagram Reels
6151,15.0,2.22,8.61,5.84,3.44,7.75,43.37,Low,Instagram Reels
6153,44.0,3.69,4.5,7.83,1.97,6.28,55.542,Low,Youtube Shorts
6154,31.0,4.14,6.36,6.51,4.66,5.295,78.6,Medium,Tiktok
6155,25.0,4.47,8.31,7.91,7.09,9.75,43.51,Low,Unknown
6157,41.0,0.99,9.65,4.32,1.98,8.56,49.23,High,Tiktok
6158,43.0,0.93,5.64,4.79,2.29,5.414,57.44,High,Instagram Reels
6159,17.0,2.84,10.17,7.86,6.8,5.99,59.73,High,Tiktok
6161,43.0,1.7,8.8,4.71,8.43,7.56,71.21,Low,Youtube Shorts
6162,35.0,1.91,4.93,4.15,9.85,5.04,77.81,Low,Youtube Shorts
6163,25.0,1.05,9.95,7.43,6.2,4.21,59.9,Low,Youtube Shorts
6164,40.0,3.83,6.02,8.28,9.65,3.15,71.92,High,Instagram Reels
6166,30.0,4.04,11.34,5.01,4.79,2.9,52.64,Medium,Youtube Shorts
6169,42.0,1.24,9.7,5.28,8.47,9.79,64.62,High,Instagram Reels
6170,23.0,2.09,8.46,6.64,1.22,6.19,88.5,Medium,Youtube Shorts
6171,38.0,4.14,4.93,5.57,7.57,2.31,65.48,High,Youtube Shorts
6172,38.0,3.87,6.94,5.13,4.66,4.85,41.3,Low,Tiktok
6175,39.0,4.01,6.24,6.23,4.12,2.85,66.85,Medium,Tiktok
6176,36.0,5.35,10.34,4.68,9.68,3.04,67.56,Low,Instagram Reels
6177,30.0,3.72,6.8,7.64,6.95,5.27,99.9,Low,Youtube Shorts
6178,23.0,4.78,7.86,5.28,5.89,2.95,72.65,Medium,Youtube Shorts
6179,33.0,1.87,10.74,2.0,2.14,3.25,81.82,Low,Youtube Shorts
6181,33.0,5.46,9.01,6.65,1.32,8.01,40.01,Unknown,Youtube Shorts
6182,36.0,2.62,10.62,4.49,7.86,1.5,73.15,Low,Instagram Reels
6184,21.0,4.49,5.56,4.08,6.35,5.79,85.05,Medium,Instagram Reels
6186,43.0,3.7,11.83,8.6,4.3,7.15,61.87,Medium,Tiktok
6190,23.0,1.1,5.98,7.72,6.41,4.01,57.4,Unknown,Instagram Reels
6191,27.0,1.17,6.41,8.66,7.6,8.76,69.89,Low,Tiktok
6192,29.0,3.77,8.19,4.79,4.21,8.1,72.11,High,Youtube Shorts
6193,17.0,2.4,11.0,6.33,2.46,9.42,76.44,Low,Youtube Shorts
6194,25.0,0.69,5.3,5.58,3.58,7.29,87.83,Low,Instagram Reels
6195,35.0,3.48,16.43,7.94,9.4,6.2,49.79,High,Tiktok
6196,28.0,2.63,2.93,6.03,4.22,3.33,53.5,Medium,Tiktok
6197,44.0,1.06,2.42,8.76,1.97,7.0,92.34,Medium,Tiktok
6198,39.0,4.91,7.04,5.29,1.74,9.16,89.87,Low,Tiktok
6200,32.0,4.66,5.92,8.76,2.15,4.99,52.52,Low,Instagram Reels
6201,33.0,5.02,10.97,6.38,5.46,2.34,43.5,Low,Tiktok
6202,30.0,1.69,4.41,8.32,4.13,8.3,71.4,High,Instagram Reels
6204,22.0,1.65,5.02,8.77,8.93,8.92,54.25,Medium,Tiktok
6206,20.0,5.71,7.57,8.9,9.0,9.15,48.49,High,Instagram Reels
6207,26.0,4.44,10.35,4.88,5.05,1.626,57.89,High,Youtube Shorts
6209,39.0,4.01,8.17,5.54,2.46,2.41,49.07,Low,Instagram Reels
6210,22.0,2.63,11.0,6.17,1.47,2.31,92.37,Medium,Youtube Shorts
6211,18.0,2.84,9.9,5.25,2.44,2.55,64.76,Low,Youtube Shorts
6212,29.0,0.91,3.94,8.83,3.27,5.32,51.44,Low,Youtube Shorts
6213,42.0,0.67,9.33,5.53,7.76,8.06,48.83,Medium,Tiktok
6214,34.0,4.33,7.02,7.27,2.56,9.08,61.769,Medium,Youtube Shorts
6215,39.0,2.91,9.46,4.69,2.18,6.1,41.04,High,Tiktok
6216,31.0,3.54,6.95,8.12,9.35,2.42,47.26,Medium,Instagram Reels
6218,32.0,2.03,7.7,8.9,5.26,5.45,41.46,High,Tiktok
6219,16.0,3.12,6.92,6.12,1.85,7.89,99.84,Low,Tiktok
6220,27.0,3.09,7.18,4.98,8.67,6.58,66.93,Medium,Youtube Shorts
6221,27.0,2.64,10.79,5.73,1.97,6.25,83.74,High,Instagram Reels
6222,36.0,5.01,10.95,1.4549999999999987,6.5,1.43,84.22,High,Youtube Shorts
6223,29.0,2.98,6.54,7.3,7.01,4.7,96.123,High,Youtube Shorts
6224,34.0,3.82,6.56,7.89,4.6,5.95,46.22,Medium,Tiktok
6225,43.0,5.43,7.15,4.37,9.2,6.38,71.54,Medium,Youtube Shorts
6226,41.0,5.26,7.2,6.9,1.46,1.04,59.3,Medium,Tiktok
6228,43.0,1.99,16.43,6.27,5.98,9.55,59.93,Medium,Instagram Reels
6229,17.0,0.69,4.77,4.47,6.5,5.58,51.02,Medium,Tiktok
6230,33.0,1.94,7.32,7.58,9.88,7.33,80.37,Low,Instagram Reels
6231,17.0,2.03,8.27,5.58,6.24,3.77,42.31,Medium,Youtube Shorts
6232,36.0,5.5,8.4,7.29,8.17,6.27,93.72,Medium,Youtube Shorts
6233,28.0,4.07,7.85,6.73,2.38,4.21,48.78,Medium,Tiktok
6234,22.0,0.95,3.78,8.93,8.28,3.67,76.91,Medium,Instagram Reels
6235,41.0,1.24,2.34,8.45,7.85,4.7,85.25,Low,Youtube Shorts
6236,37.0,1.36,5.38,7.39,9.71,5.14,44.38,Medium,Youtube Shorts
6237,44.0,3.97,6.28,1.4549999999999987,9.42,3.98,94.2,Medium,Instagram Reels
6239,41.0,5.23,10.15,8.41,5.18,6.326,99.8,Medium,Instagram Reels
6241,34.0,1.61,11.14,7.95,6.77,2.82,83.01,Medium,Instagram Reels
6242,25.0,2.2,3.54,6.25,5.17,7.83,49.64,Low,Tiktok
6243,40.0,1.82,2.57,4.52,1.98,7.51,64.16,High,Youtube Shorts
6244,25.0,2.47,6.82,5.66,4.17,8.98,66.59,Medium,Youtube Shorts
6248,16.0,3.2,6.13,4.44,1.5,3.52,89.19,High,Instagram Reels
6249,44.0,0.66,11.27,7.11,6.7,6.9,60.14,Low,Tiktok
6250,31.0,0.85,5.84,8.37,9.29,2.71,68.96,Low,Instagram Reels
6252,42.0,4.45,5.03,6.56,9.36,8.57,75.61,Medium,Tiktok
6253,42.0,1.68,6.98,5.56,4.19,5.86,49.02,High,Instagram Reels
6255,43.0,4.96,6.67,6.11,8.08,9.907,87.82,Low,Youtube Shorts
6256,38.0,2.77,10.36,8.28,9.66,1.2,75.42,High,Tiktok
6257,29.0,4.61,10.73,7.91,8.12,3.99,84.77,Medium,Youtube Shorts
6260,18.0,4.7,4.75,7.74,7.03,5.88,76.69,High,Tiktok
6261,22.0,5.96,7.95,4.17,2.46,6.74,70.68,Medium,Youtube Shorts
6262,23.0,2.4,16.43,6.94,1.41,3.9,72.07,Medium,Youtube Shorts
6264,40.0,1.41,9.17,4.95,8.08,3.48,68.81,Medium,Youtube Shorts
6265,19.0,1.62,3.0,4.31,6.56,4.095,83.92,High,Tiktok
6266,30.0,4.31,8.25,6.51,5.74,5.32,99.53,High,Youtube Shorts
6268,44.0,2.67,4.55,6.36,4.92,5.573,53.81,Medium,Youtube Shorts
6269,21.0,1.49,3.78,8.49,2.42,2.76,52.61,Medium,Youtube Shorts
6270,40.0,2.07,3.73,7.74,5.09,2.757,89.97,Low,Tiktok
6272,31.0,2.1,7.64,5.13,8.92,5.26,71.51,High,Youtube Shorts
6273,17.0,1.78,3.76,6.66,3.8,4.08,72.938,Medium,Instagram Reels
6274,19.0,4.55,11.9,5.59,6.34,6.19,91.22,Low,Instagram Reels
6278,41.0,1.96,7.84,5.17,4.83,2.81,79.15,Low,Youtube Shorts
6279,21.0,3.82,11.79,7.52,5.55,9.455,54.46,Medium,Youtube Shorts
6280,42.0,4.18,7.72,7.86,6.83,9.89,92.01,High,Instagram Reels
6281,23.0,4.1,11.49,6.85,2.72,7.714,85.09,High,Youtube Shorts
6282,42.0,2.95,6.44,5.35,3.0,5.52,46.56,Medium,Tiktok
6283,20.0,2.41,6.36,6.03,2.73,8.16,46.21,High,Tiktok
6284,43.0,5.1,7.0,4.48,4.46,8.86,57.58,Low,Youtube Shorts
6285,40.0,4.67,8.97,8.77,2.8,7.39,47.55,High,Youtube Shorts
6286,31.0,2.27,5.68,8.34,9.34,1.92,84.42,Low,Tiktok
6287,30.0,1.07,10.64,4.33,7.43,1.03,99.21,Low,Youtube Shorts
6288,37.0,0.89,2.29,4.83,9.08,2.73,79.32,Medium,Tiktok
6289,17.0,1.02,6.4,6.91,8.64,2.7,54.94,Medium,Instagram Reels
6290,35.0,3.71,7.11,5.16,7.33,2.64,73.86,High,Tiktok
6291,40.0,0.78,8.07,8.67,3.18,5.59,88.34,Low,Tiktok
6293,24.0,4.64,6.27,5.37,2.68,7.51,40.3,Low,Instagram Reels
6294,19.0,2.12,6.85,4.03,2.19,2.81,71.42,Low,Tiktok
6295,35.0,4.7,16.43,6.52,6.69,1.83,64.35,Low,Instagram Reels
6297,44.0,1.85,9.38,7.21,2.41,5.36,70.23,Low,Youtube Shorts
6298,24.0,4.51,5.42,5.43,4.17,7.0,64.21,Medium,Tiktok
6299,26.0,4.61,11.99,4.71,1.6,4.43,60.64,Medium,Instagram Reels
6300,24.0,2.69,10.49,7.38,7.44,7.76,46.89,Low,Instagram Reels
