user_id,age,gender,location,platform,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate
USR04645,37.0,Female,Rural,YouTube Shorts,1.22,3.12,4,12,,6.2,Low,7.51,6.02,35.3
USR04646,20.0,Male,Suburban,TikTok,5.92,12.0,15,46,7.41,2.0,High,6.34,3.75,22.1
USR04647,21.0,m,Urban,tiktok,3.62,7.87,12,49,6.85,5.5,hi,7.73,5.32,28.7
USR04648,37.0,M,Suburban,YouTube Shorts,1.97,6.8,6,25,,5.2,Low,8.84,8.01,51.6
USR04649,44.0,Male,Urban,YT Shorts,0.3,2.0,2,1,7.73,5.9,Low,8.04,5.6,45.5
USR04650,27.0,Female,Suburban,YOUTUBE SHORTS,4.25,9.8,8,18,7.36,2.0,High,7.03,4.2,22.6
USR04651,32.0,Female,Suburban,Instagram Reels,3.06,8.13,7,,6.59,0.0,Medium,8.55,5.56,34.6
USR04652,25.0,f,Suburban,Instagram Reels,2.92,9.29,9,45,6.57,4.8,Medium,7.21,5.4,34.1
USR04653,27.0,Female,Rural,YouTube Shorts,1.88,5.18,6,26,7.35,2.5,Medium,8.06,5.44,45.4
USR04654,15.0,f,Urban,YouTube Shorts,2.81,5.46,7,40,7.85,4.8,Medium,8.37,6.51,49.8
USR04655,20.0,FEMALE,Urban,YouTube Shorts,4.39,7.68,11,34,6.57,2.8,Medium,8.11,5.52,43.7
USR04656,34.0,Non-binary,Suburban,YouTube Shorts,1.82,6.78,6,20,8.5,5.7,Low,10.0,6.52,50.7
USR04657,39.0,M,Suburban,Youtube Shorts,2.35,7.11,3,2,8.85,1.7,Low,7.74,6.76,46.3
USR04658,17.0,Male,Urban,Instagram Reels,3.73,11.82,10,22,0,5.9,High,7.95,5.99,40.8
USR04659,28.0,f,Urban,Instagram Reels,4.77,11.44,12,63,6.78,3.1,High,5.73,4.32,22.0
USR04660,36.0,Male,Urban,Instagram Reels,2.95,8.67,5,23,6.04,4.3,Medium,7.73,4.52,16.1
USR04661,23.0,Male,Rural,TikTok,3.28,10.05,6,36,6.33,5.0,Medium,6.71,4.93,47.6
USR04662,33.0,Female,Urban,TikTok,2.89,5.62,7,29,8.5,4.7,Low,9.04,8.11,59.9
USR04663,30.0,Female,Suburban,TikTok,2.12,6.53,7,34,6.64,5.8,Low,8.85,7.09,66.4
USR04664,23.0,Male,Rural,Instagram Reels,5.61,11.46,14,45,5.48,3.9,High,5.56,5.09,21.8
USR04665,25.0,Female,Rural,TikTok,2.89,8.29,5,21,7.61,3.0,Low,7.71,6.77,
USR04666,20.0,Female,Urban,TikTok,3.14,8.71,8,40,6.77,1.4,Medium,6.21,5.33,39.5
USR04667,36.0,Female,Urban,Instagram Reels,2.54,6.34,4,12,7.8,4.4,Medium,8.96,6.77,44.2
USR04668,32.0,Male,Rural,Instagram Reels,1.86,3.43,3,30,6.72,4.5,Medium,8.8,5.97,48.6
USR04669,22.0,Male,Suburban,Instagram Reels,2.81,6.63,10,34,7.19,2.4,Medium,5.18,3.37,27.1
USR04670,22.0,female,Urban,Instagram Reels,4.88,9.35,8,27,5.99,0.6,High,7.46,4.38,13.3
USR04671,22.0,Male,Urban,Instagram Reels,3.6,10.34,9,46,6.92,2.4,High,7.32,5.38,27.3
USR04672,28.0,F,Rural,TikTok,4.53,11.8,11,46,6.25,4.8,Medium,6.52,5.38,37.5
USR04673,33.0,Male,Suburban,YouTube Shorts,1.45,4.74,3,24,8.86,4.5,Low,6.48,5.34,43.9
USR04674,22.0,,Suburban,TikTok,4.3,9.03,13,62,6.36,4.0,High,6.44,3.82,30.1
USR04675,16.0,Male,Suburban,TikTok,3.5,9.29,9,38,7.77,8.0,Low,9.77,8.22,53.5
USR04676,33.0,Male,Suburban,YouTube Shorts,2.47,5.9,7,,7.99,,Medium,7.45,5.08,38.0
USR04677,25.0,F,Urban,Instagram Reels,4.01,10.43,10,43,6.52,5.9,Medium,8.14,4.6,32.7
USR04678,27.0,Male,Urban,Instagram Reels,3.57,7.99,6,20,7.12,2.1,Medium,8.17,5.82,33.5
USR04679,15.0,Male,Suburban,Instagram Reels,5.01,14.05,10,55,7.66,2.6,Medium,7.82,5.78,31.2
USR04680,33.0,Female,Urban,Instagram Reels,2.94,7.88,7,17,7.55,2.3,Low,8.08,6.81,49.0
USR04681,16.0,Female,Urban,TikTok,5.06,11.5,13,40,6.74,1.3,MEDIUM,7.5,6.04,44.8
USR04682,39.0,Male,Urban,TikTok,2.81,6.89,6,18,6.83,5.8,Medium,8.62,6.04,45.9
USR04683,23.0,male,Suburban,TikTok,4.97,9.71,11,,5.11,4.7,High,7.4,4.28,23.6
USR04684,27.0,Female,Urban,TikTok,4.34,9.94,13,45,7.18,3.3,Medium,7.16,5.25,45.1
USR04685,27.0,Male,Urban,YouTube Shorts,1.43,4.75,4,20,8.46,7.3,Low,9.17,8.49,
USR04686,25.0,Female,Suburban,YouTube Shorts,4.59,10.22,18,62,7.16,3.5,Medium,6.68,5.16,46.4
USR04687,23.0,Female,Urban,TikTok,3.41,8.91,11,54,6.94,3.8,HIGH,7.1,5.37,38.8
USR04688,26.0,Male,Urban,YouTube Shorts,2.88,8.74,9,25,7.25,4.3,Low,8.78,6.05,33.1
USR04689,15.0,Female,Suburban,TikTok,4.47,12.97,14,66,6.54,2.9,High,6.91,4.41,31.8
USR04690,15.0,Female,Suburban,TikTok,3.4,9.8,6,25,6.34,3.4,Medium,7.56,4.23,33.4
USR04691,29.0,Male,Urban,YouTube Shorts,3.45,7.62,9,43,,3.7,Medium,6.85,5.07,36.2
USR04692,37.0,Male,Urban,YouTube Shorts,3.82,9.39,9,45,6.79,5.9,Low,7.28,5.21,48.1
USR04693,43.0,Male,Rural,TikTok,1.52,6.69,4,22,8.7,4.9,Low,9.96,5.89,43.1
USR04694,18.0,Male,Suburban,Instagram Reels,2.92,12.05,6,29,5.89,4.5,Medium,6.13,4.38,23.1
USR04695,25.0,Female,Suburban,YouTube Shorts,3.32,9.71,10,28,5.69,4.5,High,6.85,4.36,40.6
USR04696,36.0,Non-binary,Urban,YouTube Shorts,2.13,8.34,2,0,7.75,4.3,Medium,8.85,7.22,56.0
USR04697,20.0,Male,Urban,Instagram Reels,3.92,7.68,12,62,7.9,3.1,Medium,5.86,4.24,49.4
USR04698,16.0,Female,Urban,TikTok,4.17,9.81,15,68,5.08,4.2,High,5.7,4.74,
USR04699,34.0,Male,Urban,YouTube Shorts,2.77,9.36,5,15,8.27,5.9,Low,8.7,6.79,47.4
USR04700,,Male,Rural,TikTok,6.31,11.87,16,75,6.94,1.8,High,6.17,2.89,22.5
USR04701,41.0,Female,Urban,TikTok,2.11,4.61,9,25,8.18,7.6,Medium,7.58,6.12,65.5
USR04702,31.0,Female,Suburban,TikTok,2.82,8.17,8,30,7.96,3.1,High,8.27,5.42,35.6
USR04703,23.0,Female,Urban,YouTube Shorts,3.11,5.39,10,41,7.46,5.3,Medium,9.01,5.0,36.3
USR04704,28.0,Male,Urban,Tik Tok,4.48,12.56,13,39,-1,3.0,Medium,7.6,6.98,45.3
USR04705,34.0,f,Urban,YouTube Shorts,2.66,8.56,8,23,7.95,5.4,Low,8.21,7.0,42.1
USR04706,19.0,Female,Suburban,YouTube Shorts,3.93,6.1,14,47,6.74,6.1,Medium,7.71,5.33,44.3
USR04707,30.0,Female,Suburban,YouTube Shorts,3.62,10.72,13,60,8.3,3.8,Medium,8.22,5.49,27.0
USR04708,25.0,Female,Urban,YouTube Shorts,1.71,8.12,10,40,6.88,2.4,Medium,6.43,3.12,25.6
USR04709,21.0,Male,Urban,TikTok,4.97,13.98,12,62,5.53,3.1,High,6.5,4.2,23.7
USR04710,35.0,Male,Rural,TikTok,3.98,9.85,9,21,7.07,1.7,High,7.36,4.58,44.2
USR04711,35.0,Female,Suburban,YouTube Shorts,1.4,5.16,1,0,7.65,6.2,LOW,8.97,7.14,54.4
USR04712,15.0,Female,Suburban,TikTok,3.84,12.19,11,63,9.03,2.9,Medium,8.3,5.68,48.1
USR04713,24.0,Female,Suburban,Instagram Reels,2.94,10.8,5,12,7.42,3.3,Medium,8.09,3.94,34.3
USR04714,28.0,Male,Suburban,YT Shorts,3.06,9.78,11,41,7.47,5.4,Low,9.5,7.83,50.5
USR04715,31.0,,Urban,Instagram Reels,3.6,8.75,8,34,7.62,2.9,Low,6.33,4.5,35.7
USR04716,40.0,Female,Urban,YouTube Shorts,0.72,6.09,1,0,9.58,5.3,Low,10.0,8.08,66.6
USR04717,38.0,Female,Rural,YouTube Shorts,0.3,4.13,1,0,7.82,5.8,Low,8.5,6.97,54.0
USR04718,23.0,Male,Urban,TikTok,2.96,8.22,8,16,7.15,2.9,Low,9.09,7.34,49.7
USR04719,23.0,F,Urban,TikTok,5.27,9.05,14,51,5.3,,Medium,8.18,6.3,28.7
USR04720,16.0,Female,Urban,TikTok,4.17,9.87,12,62,6.31,4.3,High,6.3,4.01,24.7
USR04721,17.0,f,Urban,Instagram Reels,5.64,11.59,16,57,6.95,4.7,High,7.46,5.37,32.5
USR04722,16.0,Male,Urban,Instagram Reels,3.79,9.25,6,19,6.17,4.2,High,7.27,4.62,24.2
USR04723,26.0,Male,Urban,Instagram Reels,2.61,5.54,6,26,6.0,4.4,MEDIUM,7.5,4.67,35.4
USR04724,24.0,Male,Urban,TikTok,4.72,11.27,11,41,5.45,3.6,High,5.81,1.95,16.0
USR04725,15.0,Female,Urban,TikTok,4.76,10.07,13,37,,3.4,High,8.8,5.57,
USR04726,34.0,male,Urban,Instagram Reels,4.39,10.24,11,41,5.9,4.4,High,8.4,5.06,34.1
USR04727,15.0,Female,Urban,TikTok,4.04,11.4,10,28,6.4,1.5,Medium,6.21,4.52,28.5
USR04728,23.0,Female,Urban,YouTube Shorts,2.76,7.49,6,35,6.92,4.5,Low,9.32,6.85,46.8
USR04729,32.0,Male,Urban,Instagram Reels,1.74,5.66,3,7,8.04,6.2,Low,8.46,5.96,45.5
USR04730,24.0,Male,Urban,Instagram Reels,5.04,11.91,13,65,5.15,3.6,High,6.27,4.18,28.2
USR04731,32.0,Female,Urban,YouTube Shorts,1.8,5.41,8,35,8.43,6.2,Low,9.01,6.33,57.3
USR04732,20.0,Male,Suburban,TikTok,5.14,12.84,14,53,5.98,2.5,High,6.26,4.23,31.5
USR04733,18.0,Male,Urban,Instagram Reels,2.95,7.47,9,25,6.6,6.4,Medium,7.32,4.81,33.7
USR04734,15.0,,Urban,Instagram reels,5.5,13.18,12,56,5.98,0.6,High,6.63,4.53,10.0
USR04735,19.0,male,Rural,TIKTOK,3.9,8.59,13,40,5.24,6.4,Medium,7.46,5.28,37.4
USR04736,24.0,female,Urban,TikTok,4.76,12.85,14,49,5.76,0.2,High,6.16,4.2,19.2
USR04737,22.0,Non-binary,Urban,Tiktok,2.05,8.62,7,16,6.6,2.7,Medium,7.53,6.79,52.8
USR04738,24.0,F,Urban,TikTok,4.3,9.85,7,32,7.18,2.5,Medium,7.31,4.42,28.3
USR04739,27.0,Female,Urban,YouTube Shorts,2.95,7.62,6,10,7.52,5.4,Medium,9.2,7.61,53.7
USR04740,41.0,Non-binary,Suburban,YouTube Shorts,1.11,3.88,3,0,8.66,4.8,lo,8.61,5.05,52.2
USR04741,21.0,Female,Rural,TikTok,3.23,9.29,6,25,6.76,5.7,High,8.06,4.09,20.2
USR04742,40.0,,Urban,Instagram Reels,2.4,4.75,6,4,8.77,8.6,Low,8.33,6.09,48.6
USR04743,18.0,Female,Urban,Instagram Reels,4.1,9.03,8,18,6.19,5.5,Medium,7.72,5.14,23.1
USR04744,30.0,Female,Urban,TikTok,3.56,8.53,8,34,7.23,6.6,High,6.07,3.22,22.0
USR04745,18.0,Male,Suburban,TikTok,4.23,9.72,12,51,7.13,2.8,High,5.8,2.63,22.8
USR04746,33.0,Male,Suburban,TikTok,3.01,8.64,8,41,9.17,7.9,Low,9.1,9.08,71.7
USR04747,40.0,Male,Urban,YouTube Shorts,2.24,2.29,4,,7.09,6.3,Low,9.8,7.88,65.8
USR04748,15.0,Male,Urban,TikTok,6.41,14.22,18,85,6.43,1.9,High,7.35,5.1,25.5
USR04749,36.0,Male,Urban,youtube shorts,3.21,5.93,7,27,7.13,8.3,Medium,9.04,5.92,53.7
USR04750,38.0,Female,Suburban,YouTube Shorts,1.76,4.3,1,9,8.07,4.4,Low,9.28,7.13,53.7
USR04751,35.0,MALE,Urban,YouTube Shorts,2.81,8.77,6,10,7.25,5.6,Medium,7.11,5.38,40.2
USR04752,26.0,Female,Urban,instagram,1.81,5.68,5,19,7.33,,medium,7.73,4.26,28.7
USR04753,27.0,Male,Rural,Instagram Reels,2.77,4.95,8,28,7.76,6.0,High,6.16,2.11,32.6
USR04754,26.0,Male,Urban,Instagram Reels,2.51,6.71,9,36,7.53,3.8,Medium,6.84,4.24,41.2
USR04755,18.0,Non-binary,Suburban,TikTok,4.87,13.43,12,52,6.1,1.8,High,5.85,4.06,29.3
USR04756,33.0,Male,Urban,YouTube Shorts,3.54,10.36,8,51,7.68,1.0,Medium,6.24,4.42,27.9
USR04757,19.0,Male,Rural,Instagram Reels,4.77,11.33,8,17,6.62,,High,6.77,6.0,42.8
USR04758,18.0,Female,Urban,TikTok,4.33,11.65,9,58,7.43,3.9,High,7.79,4.38,32.0
USR04759,24.0,Female,Suburban,TikTok,4.8,11.81,15,83,7.46,2.9,Medium,8.37,5.62,46.7
USR04760,22.0,Female,Urban,YouTube Shorts,3.52,10.36,9,22,6.6,3.3,High,5.73,4.0,27.9
USR04761,28.0,Non-binary,Urban,Tiktok,4.85,11.48,13,64,6.38,3.8,High,7.66,4.11,20.3
USR04762,33.0,Male,Rural,YouTube Shorts,3.49,11.66,9,22,6.46,3.1,Medium,8.48,5.77,37.0
USR04763,27.0,Male,Suburban,Instagram Reels,2.7,8.88,6,23,6.62,3.7,Medium,8.48,5.13,42.6
USR04764,42.0,Non-binary,Suburban,YOUTUBE SHORTS,2.21,4.96,3,0,7.52,4.6,lo,8.93,7.11,41.8
USR04765,,Female,Suburban,YouTube Shorts,1.85,3.07,4,14,8.59,8.7,Medium,9.14,5.08,37.0
USR04766,39.0,Male,Urban,youtube_shorts,0.68,4.47,1,5,7.25,5.8,Medium,8.9,6.7,47.4
USR04767,16.0,f,Urban,TikTok,4.34,9.32,11,40,5.52,4.1,Medium,6.89,4.58,35.0
USR04768,24.0,Male,Urban,YT Shorts,3.48,9.35,7,36,6.99,5.9,High,6.83,5.02,37.5
USR04769,25.0,Non-binary,Urban,Instagram Reels,1.64,5.96,6,27,7.9,6.6,Medium,8.54,6.38,53.2
USR04770,25.0,Male,Urban,Instagram Reels,3.85,10.6,8,28,6.96,3.3,Medium,7.94,5.86,40.9
USR04771,36.0,Male,Suburban,YouTube Shorts,1.0,2.74,2,16,7.51,7.2,Medium,8.8,6.66,42.8
USR04772,30.0,Non-binary,Urban,Instagram Reels,2.88,7.36,8,30,7.2,2.6,Low,8.39,7.39,36.2
USR04773,34.0,Female,Suburban,YouTube Shorts,2.03,5.57,3,21,7.53,5.7,Low,8.29,6.76,48.7
USR04774,37.0,Male,Urban,Instagram Reels,2.93,9.29,7,31,6.37,5.4,Medium,8.94,7.18,43.7
USR04775,33.0,Female,Suburban,YouTube Shorts,3.63,11.72,11,44,6.38,2.9,Low,8.03,7.82,54.4
USR04776,17.0,Female,Urban,TikTok,5.02,13.0,13,52,7.32,5.3,High,6.67,4.44,31.6
USR04777,25.0,MALE,Urban,Instagram Reels,4.26,11.07,12,54,5.66,5.3,High,7.6,4.61,24.3
USR04778,18.0,Female,Urban,instagram,4.49,11.85,12,63,6.49,2.2,Med,7.34,5.58,30.5
USR04779,34.0,,Urban,Instagram reels,1.61,5.36,5,24,7.11,5.4,Low,9.59,6.58,53.6
USR04780,16.0,Male,Suburban,TikTok,4.49,8.13,12,41,6.46,3.7,hi,7.86,6.58,44.8
USR04781,23.0,Female,Urban,YouTube Shorts,2.22,6.18,11,41,8.85,5.0,Medium,9.12,7.23,51.8
USR04782,32.0,Male,Rural,TikTok,3.04,11.58,6,11,7.96,3.5,Medium,7.61,6.07,57.6
USR04783,43.0,Female,Urban,YouTube Shorts,0.72,5.49,1,0,9.33,5.9,Low,7.29,6.42,67.2
USR04784,28.0,Female,Suburban,Instagram Reels,1.55,4.78,5,32,6.16,4.1,Medium,7.21,4.96,42.5
USR04785,23.0,female,Suburban,YouTube Shorts,3.68,8.66,6,7,6.67,5.3,High,6.37,5.24,28.3
USR04786,38.0,Female,Urban,Insta Reels,2.33,5.33,7,26,8.04,4.2,Low,9.07,8.16,47.9
USR04787,34.0,Male,Suburban,Instagram Reels,2.73,6.71,6,27,7.95,7.3,Low,9.77,6.89,53.7
USR04788,19.0,Male,Urban,TikTok,5.71,13.55,16,42,4.83,3.4,High,5.53,2.87,11.4
USR04789,28.0,f,Urban,TikTok,2.4,8.58,10,40,6.99,7.2,High,8.67,6.46,43.0
USR04790,31.0,,Rural,TikTok,2.26,6.08,8,36,8.57,5.6,Medium,9.05,6.37,50.6
USR04791,22.0,M,Suburban,TikTok,3.59,11.01,6,43,5.81,2.7,High,5.57,5.65,37.6
USR04792,20.0,Male,Rural,Instagram Reels,3.31,7.47,11,42,7.06,4.5,Low,8.59,6.5,40.0
USR04793,20.0,Male,Urban,YouTube Shorts,4.21,11.21,8,33,,5.9,High,4.17,2.98,14.3
USR04794,,Male,Urban,TikTok,3.06,5.69,6,38,7.13,3.7,Medium,7.54,5.93,45.8
USR04795,38.0,Male,Suburban,Instagram Reels,1.97,3.97,3,22,6.96,8.2,Medium,8.59,5.92,41.6
USR04796,37.0,Male,Rural,YouTube Shorts,0.3,5.54,2,12,6.76,4.9,Medium,10.0,7.53,49.4
USR04797,34.0,Male,Urban,TikTok,2.24,5.49,2,11,9.14,4.6,Low,6.56,5.39,47.5
USR04798,33.0,Female,Rural,tiktok,0.69,2.99,5,0,7.95,5.0,Low,7.99,8.08,61.5
USR04799,18.0,Female,Urban,YouTube Shorts,4.44,13.8,9,20,6.55,3.3,Medium,7.63,5.98,40.5
USR04800,28.0,Female,Suburban,YouTube Shorts,2.37,7.94,5,24,7.39,3.2,Low,7.88,5.64,41.6
USR04801,25.0,Male,Urban,YOUTUBE SHORTS,N/A,8.99,11,67,7.24,4.6,med,7.86,5.35,32.3
USR04802,29.0,Male,Rural,Instagram Reels,1.81,5.26,4,23,9.3,5.2,Low,9.13,5.91,51.7
USR04803,23.0,Female,Urban,TikTok,4.87,11.99,10,55,6.97,3.4,High,5.85,4.68,37.2
USR04804,20.0,m,Suburban,Instagram Reels,4.65,9.88,14,53,7.41,2.6,High,5.97,3.33,24.4
USR04805,34.0,Female,Rural,TikTok,1.94,5.25,6,23,8.12,5.6,Low,8.79,6.02,54.5
USR04806,31.0,Female,Urban,Instagram Reels,2.17,3.76,3,12,6.17,5.7,High,8.18,7.78,61.2
USR04807,17.0,Female,Rural,TikTok,4.04,9.94,12,27,5.67,1.8,High,7.88,6.72,48.7
USR04808,41.0,Male,Urban,YouTube Shorts,1.66,4.05,5,12,8.47,5.3,lo,9.52,7.82,54.9
USR04809,15.0,Female,Rural,Tiktok,4.19,9.93,9,48,6.59,1.4,High,6.24,4.23,21.2
USR04810,41.0,Female,Urban,youtube_shorts,2.22,7.29,6,19,6.59,3.0,Medium,8.57,5.69,41.0
USR04811,40.0,Female,Urban,YouTube Shorts,1.98,4.43,6,21,8.61,6.6,Low  ,8.18,6.22,52.3
USR04812,19.0,f,Rural,Instagram Reels,2.6,7.63,9,42,6.34,6.6,Medium,6.97,7.69,54.1
USR04813,41.0,Male,Suburban,Instagram Reels,2.08,8.59,8,25,7.87,2.3,Medium,9.0,6.77,52.3
USR04814,39.0,Female,Urban,YouTube Shorts,1.97,7.86,6,22,6.07,5.4,Medium,7.05,4.92,
USR04815,21.0,Male,Suburban,Instagram Reels,3.48,7.17,7,39,6.26,4.1,Medium,9.12,5.74,54.8
USR04816,16.0,,Urban,Instagram Reels,5.06,12.88,13,51,6.74,2.3,High,7.31,3.03,
USR04817,27.0,Non-binary,Urban,TikTok,2.98,7.73,6,26,8.59,2.3,Medium,6.71,6.47,45.6
USR04818,20.0,Female,Suburban,Instagram Reels,2.84,8.49,7,37,7.0,5.1,Medium,8.09,6.01,41.8
USR04819,41.0,Female,Suburban,TikTok,2.8,7.54,5,23,8.49,3.6,Medium,6.66,5.25,49.7
USR04820,21.0,Female,Suburban,YouTube Shorts,4.0,8.72,11,60,7.06,3.3,High,7.44,4.27,40.3
USR04821,34.0,Female,Urban,TikTok,2.2,9.71,4,,6.4,4.8,Medium,6.08,4.16,36.4
USR04822,24.0,Male,Urban,Instagram reels,4.95,12.01,15,61,6.9,3.8,High,5.59,4.84,45.3
USR04823,43.0,Male,Suburban,YouTube Shorts,1.04,5.33,4,26,8.15,4.9,low,8.42,7.2,48.4
USR04824,32.0,Female,Urban,Instagram Reels,0.57,3.73,1,10,9.11,5.8,Low,9.19,7.77,67.9
USR04825,23.0,F,Rural,YouTube Shorts,4.46,8.38,12,42,6.84,4.4,High,7.59,4.95,35.0
USR04826,20.0,Female,Rural,YouTube Shorts,3.44,9.21,10,56,6.97,2.8,High,7.01,4.08,29.1
USR04827,24.0,f,Suburban,YouTube Shorts,3.97,9.75,12,48,6.29,5.1,hi,5.57,4.23,29.0
USR04828,19.0,Male,Suburban,Tik Tok,4.01,8.42,9,42,7.72,5.2,med,7.07,5.71,45.2
USR04829,15.0,Male,Suburban,TikTok,3.51,9.55,11,39,6.28,3.0,Medium,8.61,6.67,38.5
USR04830,26.0,MALE,Rural,Instagram Reels,3.38,9.01,10,57,6.63,3.1,High,8.15,3.88,40.0
USR04831,33.0,Male,Urban,TikTok,3.06,8.08,7,34,7.18,5.9,Medium,8.57,5.72,36.6
USR04832,18.0,Male,Suburban,TikTok,5.03,10.85,11,52,7.2,,Medium,7.48,5.3,44.4
USR04833,21.0,Male,Urban,YOUTUBE SHORTS,2.3,2.0,4,12,8.06,8.1,Low,6.51,5.62,52.1
USR04834,26.0,Male,Rural,Instagram Reels,3.49,6.35,7,24,6.54,,Medium,7.01,5.33,39.4
USR04835,30.0,male,Urban,Instagram Reels,2.53,7.06,7,30,5.77,3.9,High,6.2,3.18,26.4
USR04836,16.0,Non-binary,Urban,TikTok,6.17,13.47,17,49,6.35,2.9,High,6.57,4.68,26.3
USR04837,17.0,Male,Urban,TikTok,4.28,7.15,10,35,6.1,4.8,High,6.69,4.88,21.4
USR04838,19.0,Male,Suburban,YouTube Shorts,4.17,8.57,9,27,6.35,4.2,High,6.93,6.41,35.8
USR04839,23.0,M,Urban,YouTube Shorts,3.01,7.71,6,27,5.19,5.8,Medium,7.42,5.94,31.4
USR04840,41.0,Female,Suburban,youtube shorts,0.59,2.0,1,13,8.37,4.9,Low,8.32,5.6,31.9
USR04841,19.0,Female,Urban,TikTok,4.02,9.1,11,38,6.84,4.9,Medium,6.65,4.77,31.9
USR04842,29.0,FEMALE,Suburban,TikTok,3.22,8.61,8,21,-1,6.1,High,7.28,4.38,10.0
USR04843,33.0,F,Suburban,YouTube Shorts,1.98,7.07,4,28,7.81,5.0,Low,7.05,6.49,53.3
USR04844,24.0,Female,Urban,TikTok,4.03,11.48,8,29,4.9,2.9,High,6.86,4.82,25.2
USR04845,19.0,f,Suburban,TikTok,3.94,11.03,10,56,6.99,4.1,Medium,7.71,5.98,40.4
USR04846,18.0,Non-binary,Urban,Instagram Reels,3.2,8.37,6,29,7.56,3.7,Medium,8.69,7.44,
USR04847,42.0,Male,Urban,TikTok,2.35,6.35,5,38,7.5,4.3,Hi,7.6,3.98,32.5
USR04848,35.0,Female,Urban,Instagram Reels,1.44,6.37,7,27,9.13,,Low,8.31,5.23,41.1
USR04849,21.0,Female,Urban,TikTok,5.08,11.18,10,48,5.63,3.4,Medium,7.64,4.96,17.3
USR04850,33.0,Male,Suburban,TIKTOK,3.89,11.38,13,53,6.33,4.2,High,6.74,5.49,39.7
USR04851,42.0,Male,Suburban,YouTube Shorts,3.21,8.31,7,31,8.76,4.6,Low,6.69,5.73,38.8
USR04852,22.0,Male,Urban,TikTok,5.61,11.75,15,65,5.71,2.0,Medium,5.86,4.15,
USR04853,23.0,Non-binary,Urban,TikTok,5.5,13.34,12,54,6.39,,High,6.84,4.74,23.6
USR04854,15.0,Non-binary,Suburban,YouTube Shorts,4.34,11.04,10,56,7.09,4.8,High,6.57,2.93,14.6
USR04855,34.0,Male,Suburban,TikTok,4.05,10.46,11,59,7.25,5.6,high,5.47,2.24,26.2
USR04856,19.0,Female,Suburban,YouTube Shorts,3.62,9.17,9,30,8.2,2.9,medium,6.48,6.22,44.7
USR04857,23.0,Non-binary,Rural,INSTAGRAM REELS,4.78,9.52,12,50,8.08,3.2,Medium,7.75,6.27,40.0
USR04858,30.0,Female,Suburban,Instagram Reels,4.12,9.91,8,51,6.81,5.9,Medium,4.97,2.91,30.2
USR04859,24.0,Female,Urban,tik_tok,5.55,14.36,16,65,7.41,1.9,Medium,7.63,5.8,22.7
USR04860,20.0,nonbinary,Rural,Instagram Reels,5.09,15.59,11,,5.67,3.2,High,6.32,4.31,30.8
USR04861,36.0,male,Urban,  YouTube Shorts ,0.98,5.92,1,0,7.97,3.7,Low,7.9,6.73,51.2
USR04862,33.0,Female,Urban,Instagram Reels,2.59,7.88,6,30,8.53,7.0,Low,8.99,6.48,41.0
USR04863,24.0,Male,Urban,Instagram Reels,4.37,9.17,12,18,6.22,5.1,High,7.87,5.21,32.9
USR04864,30.0,Female,Suburban,Instagram Reels,4.11,10.42,11,51,6.14,6.0,H,6.55,4.01,24.8
USR04865,23.0,Male,Rural,YT Shorts,3.31,10.47,7,33,6.27,1.7,High,6.7,4.59,30.6
USR04866,36.0,Female,Urban,YouTube Shorts,1.49,5.72,2,21,8.68,4.4,Low,8.28,7.88,72.1
USR04867,20.0,Male,Urban,TikTok,5.81,11.31,11,55,6.07,4.6,Medium,6.49,3.51,24.6
USR04868,35.0,Male,Suburban,YouTube Shorts,2.03,8.82,3,18,9.26,4.5,Low,10.0,7.51,64.6
USR04869,24.0,Female,Rural,TikTok,3.86,10.46,10,37,5.65,5.0,High,6.15,4.6,23.3
USR04870,24.0,Male,Urban,TikTok,3.38,8.64,8,46,5.97,5.0,Hi,8.61,5.52,24.6
USR04871,20.0,Female,Urban,Instagram Reels,5.2,11.33,12,53,7.2,4.0,Hi,5.65,1.89,14.3
USR04872,44.0,,Suburban,YouTube Shorts,2.35,5.57,7,18,7.43,4.0,Low,8.66,6.48,54.8
USR04873,42.0,Male,Suburban,YouTube Shorts,1.58,6.58,2,24,7.26,5.1,Medium,9.64,5.83,51.3
USR04874,27.0,,Urban,YouTube Shorts,3.48,6.45,8,53,6.1,4.8,Medium,8.11,5.76,34.3
USR04875,44.0,Female,Urban,YOUTUBE SHORTS,1.93,8.13,3,0,30,6.1,Low,9.97,7.64,60.9
USR04876,28.0,Female,Urban,YouTube Shorts,2.33,4.34,6,14,7.67,10.5,Low,8.32,5.63,35.3
USR04877,34.0,m,Rural,TikTok,4.26,10.07,13,55,6.8,2.9,High,8.02,5.85,43.1
USR04878,18.0,Male,Urban,Instagram Reels,5.19,11.08,15,52,6.72,4.2,Medium,7.27,4.62,36.2
USR04879,17.0,Male,Rural,Instagram Reels,5.44,12.55,16,36,5.23,1.6,High,5.25,3.21,25.1
USR04880,29.0,f,Rural,Instagram Reels,3.11,9.91,9,47,7.49,3.6,Moderate,8.14,5.91,44.5
USR04881,35.0,Female,Rural,YouTube Shorts,1.95,3.4,6,31,7.47,4.6,Low,8.91,7.15,50.0
